H,W,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
100,91,1.2,3.3,1.0,1.4,1.5,3.4,1.8,1.3,1.7,2.0
100,65,4.6,4.1,1.8,1.3,3.7,1.1,3.9,1.0,4.8,3.4
100,91,4.5,1.5,1.1,1.4,1.1,2.6,3.5,3.0,1.0,1.2
100,92,4.9,1.6,3.0,2.1,2.2,1.1,1.2,5.0,3.1,1.2
100,84,1.1,4.5,1.2,4.8,2.2,1.0,2.5,1.8,1.0,4.3
100,58,1.8,4.1,2.0,1.3,3.9,1.7,2.4,1.0,2.3,4.6
100,81,3.8,3.8,3.5,1.3,1.5,3.4,3.7,1.5,3.4,2.3
100,62,2.0,2.8,1.5,2.2,2.5,1.4,4.8,2.8,1.0,3.6
100,63,4.7,1.0,3.5,2.4,1.1,2.9,4.1,4.7,1.0,1.1
100,82,3.0,1.5,1.7,4.5,4.3,3.0,3.3,1.0,1.7,1.5
100,52,4.2,2.1,1.1,1.6,2.6,1.0,2.1,4.6,4.3,3.8
100,58,1.1,2.9,1.1,1.3,2.6,1.2,1.1,1.9,1.0,4.8
100,91,1.2,1.7,4.1,1.1,1.0,1.0,3.6,1.5,1.9,4.7
100,67,1.0,3.2,1.7,2.9,4.5,1.5,4.4,1.7,1.0,2.8
100,92,1.0,4.9,4.2,4.4,2.6,1.7,2.1,4.8,4.2,3.7
100,73,1.2,1.4,3.8,4.7,1.1,2.9,1.0,1.9,4.9,1.0
100,63,1.3,1.4,2.1,4.6,1.8,1.5,1.7,5.0,1.1,2.7
100,96,4.3,4.6,1.0,2.9,1.1,1.7,1.2,3.2,4.3,1.3
100,77,1.3,2.9,1.0,3.1,2.1,3.0,1.6,1.5,4.6,1.0
100,79,4.4,2.6,3.1,1.8,4.7,1.0,1.0,4.7,3.9,4.4
100,86,1.2,1.7,1.4,3.0,4.8,4.5,3.4,3.4,1.1,2.8
100,93,1.5,4.7,2.0,1.5,2.6,1.7,4.1,2.0,3.5,3.5
100,54,2.1,4.3,3.0,2.5,2.8,4.0,1.0,2.3,1.2,2.9
100,70,2.7,1.5,2.1,4.9,2.2,1.0,4.4,1.1,2.4,1.4
100,96,3.0,2.3,1.0,4.8,3.1,3.9,1.1,1.2,4.4,4.2
100,81,1.7,3.5,1.2,1.1,1.0,3.7,2.6,4.8,3.9,1.1
100,64,1.0,3.6,1.0,1.0,4.5,3.3,4.5,2.9,1.5,4.9
100,58,3.4,1.0,2.3,1.0,4.2,1.0,4.3,3.5,2.8,1.1
100,88,1.5,3.6,4.1,1.2,2.1,2.6,1.5,1.0,1.5,2.3
100,80,1.0,1.3,1.0,1.3,3.0,1.0,4.9,1.0,1.0,1.0
100,99,2.6,4.7,3.7,2.6,1.2,2.2,1.1,1.9,1.4,1.1
100,87,1.0,1.3,1.5,1.0,2.4,1.3,1.8,3.0,4.8,3.0
100,53,3.8,1.2,1.1,1.6,4.0,1.8,1.1,2.1,1.1,4.7
100,65,2.6,1.9,4.2,2.6,1.8,4.4,3.2,2.0,1.3,1.2
100,57,2.7,1.0,4.2,1.0,2.2,2.5,1.4,3.6,1.2,2.5
100,72,4.2,4.7,2.1,1.0,1.0,3.8,3.7,3.8,1.6,2.3
100,55,3.8,2.0,1.0,1.3,1.9,2.1,2.4,1.9,2.8,2.1
100,64,2.4,1.5,3.4,4.8,1.2,2.3,2.0,1.5,1.2,3.7
100,99,4.2,2.3,1.3,2.2,3.5,3.1,2.0,2.5,3.7,3.4
100,95,1.4,1.7,3.2,1.6,1.6,4.0,1.3,1.5,3.8,3.8
100,54,2.4,1.3,1.4,1.6,2.4,1.1,1.0,1.2,1.0,4.7
100,95,2.3,1.0,4.1,3.2,4.7,1.0,1.9,1.2,3.1,4.4
100,64,3.9,1.3,3.9,2.8,1.0,1.0,2.1,2.5,2.1,1.0
100,54,4.4,4.0,1.0,1.5,4.5,1.2,3.1,2.2,3.4,1.1
100,71,4.8,2.3,2.7,1.9,1.0,3.9,4.0,1.0,1.3,3.3
100,95,2.6,1.2,4.7,2.3,3.6,2.6,4.7,1.5,3.4,4.6
100,89,3.3,2.6,2.0,1.3,1.8,3.7,1.2,1.0,3.7,3.4
100,88,3.2,1.1,3.8,1.1,2.7,2.2,1.1,1.0,1.2,4.0
100,76,1.1,3.9,1.2,4.5,3.4,3.2,4.9,1.2,2.2,1.9
100,96,4.5,4.1,2.1,2.6,2.4,3.9,4.9,1.5,1.5,1.9
